,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,state_clean
0,Andhra Pradesh,aruku,KISHORE CHANDRA DEO,MALE,72,ST,TDP,Bicycle,336163,1938,338101,1451418,andhra pradesh
1,Andhra Pradesh,aruku,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,MALE,54,ST,BJP,Lotus,17578,289,17867,1451418,andhra pradesh
2,Andhra Pradesh,aruku,GODDETI. MADHAVI,FEMALE,26,ST,YSRCP,Ceiling Fan,557561,4629,562190,1451418,andhra pradesh
3,Andhra Pradesh,aruku,SHRUTI DEVI VYRICHERLA,FEMALE,46,ST,INC,Hand,17656,74,17730,1451418,andhra pradesh
4,Andhra Pradesh,aruku,GANGULAIAH VAMPURU.,MALE,49,ST,JnP,Glass Tumbler,42245,549,42794,1451418,andhra pradesh
5,Andhra Pradesh,aruku,SWAMULA. SUBRAHMANYAM,MALE,50,ST,JAJGP,Mike,4705,5,4710,1451418,andhra pradesh
6,Andhra Pradesh,aruku,ANUMULA VAMSIKRISHNA,MALE,41,ST,IND,Helicopter,10211,29,10240,1451418,andhra pradesh
7,Andhra Pradesh,aruku,KANGALA BALUDORA,MALE,61,ST,IND,Cup & Saucer,13810,16,13826,1451418,andhra pradesh
8,Andhra Pradesh,aruku,NARAVA SATYAVATHI,FEMALE,37,ST,IND,Bangles,11231,5,11236,1451418,andhra pradesh
9,Andhra Pradesh,aruku,BIDDIKA RAMAYYA.,MALE,57,ST,IND,Battery Torch,7863,4,7867,1451418,andhra pradesh
10,Andhra Pradesh,aruku,NOTA,unknown,46,unkown,NOTA,unkown,47955,22,47977,1451418,andhra pradesh
11,Andhra Pradesh,srikakulam,KINJARAPU RAM MOHAN NAIDU,MALE,32,GENERAL,TDP,Bicycle,529213,5331,534544,1553860,andhra pradesh
12,Andhra Pradesh,srikakulam,DOLA JAGAN,MALE,53,GENERAL,INC,Hand,13456,289,13745,1553860,andhra pradesh
13,Andhra Pradesh,srikakulam,DUVVADA SRINIVAS,MALE,52,GENERAL,YSRCP,Ceiling Fan,520931,6960,527891,1553860,andhra pradesh
14,Andhra Pradesh,srikakulam,PERLA SAMBA MURTHY,MALE,58,GENERAL,BJP,Lotus,7357,1033,8390,1553860,andhra pradesh
15,Andhra Pradesh,srikakulam,MATTA SATISH CHAKRAVARTHY,MALE,37,GENERAL,PPOI,FLUTE,1441,7,1448,1553860,andhra pradesh
16,Andhra Pradesh,srikakulam,METTA RAMARAO,MALE,53,GENERAL,JnP,Glass Tumbler,31319,637,31956,1553860,andhra pradesh
17,Andhra Pradesh,srikakulam,NAMBALLA KRISHNA MOHAN,MALE,44,GENERAL,IND,Electric Pole,4829,7,4836,1553860,andhra pradesh
18,Andhra Pradesh,srikakulam,NAIDUGARI RAJASEKHAR,MALE,35,GENERAL,IND,Helicopter,5151,5,5156,1553860,andhra pradesh
19,Andhra Pradesh,srikakulam,BETHA VIVEKANANDA MAHARAJ,MALE,33,GENERAL,IND,Football,3814,4,3818,1553860,andhra pradesh
20,Andhra Pradesh,srikakulam,NOTA,unknown,46,unkown,NOTA,unkown,25500,45,25545,1553860,andhra pradesh
21,Andhra Pradesh,vizianagaram,Ashok Gajapathi Raju Pusapati,MALE,67,GENERAL,TDP,Bicycle,527307,3075,530382,1503980,andhra pradesh
22,Andhra Pradesh,vizianagaram,Adiraju Yedla,MALE,52,GENERAL,INC,Hand,15607,118,15725,1503980,andhra pradesh
23,Andhra Pradesh,vizianagaram,Bellana Chandra Sekhar,MALE,57,GENERAL,YSRCP,Ceiling Fan,573466,4952,578418,1503980,andhra pradesh
24,Andhra Pradesh,vizianagaram,Sanyasi Raju Pakalapati,MALE,60,GENERAL,BJP,Lotus,6902,364,7266,1503980,andhra pradesh
25,Andhra Pradesh,vizianagaram,P.V.A. Ananda Sagar,MALE,55,GENERAL,SAPRP,Electric Pole,4981,2,4983,1503980,andhra pradesh
26,Andhra Pradesh,vizianagaram,Chiranjeevi Lingala,MALE,28,GENERAL,ACP,Tooth Brush,1261,2,1263,1503980,andhra pradesh
27,Andhra Pradesh,vizianagaram,Mukka Srinivas Rao,MALE,39,GENERAL,JnP,Glass Tumbler,33779,413,34192,1503980,andhra pradesh
28,Andhra Pradesh,vizianagaram,Lagudu. Govinda Rao,MALE,39,GENERAL,JAJGP,Mike,787,4,791,1503980,andhra pradesh
29,Andhra Pradesh,vizianagaram,Surya Bhavani. K,FEMALE,38,GENERAL,PPOI,FLUTE,822,8,830,1503980,andhra pradesh
30,Andhra Pradesh,vizianagaram,Yella Rao Siyyadula,MALE,37,SC,IND,Gas Cylinder,1010,0,1010,1503980,andhra pradesh
31,Andhra Pradesh,vizianagaram,Dhanalakoti Ramana,MALE,29,GENERAL,IND,Matchbox,1172,4,1176,1503980,andhra pradesh
32,Andhra Pradesh,vizianagaram,Pentapati Rajesh,MALE,39,GENERAL,IND,Battery Torch,1461,1,1462,1503980,andhra pradesh
33,Andhra Pradesh,vizianagaram,Ijjurouthu Ramunaidu,MALE,47,GENERAL,IND,Coat,4550,3,4553,1503980,andhra pradesh
34,Andhra Pradesh,vizianagaram,Venkata Trindha Rao Veluri,MALE,52,GENERAL,IND,Sitar,6336,2,6338,1503980,andhra pradesh
35,Andhra Pradesh,vizianagaram,NOTA,unknown,46,unkown,NOTA,unkown,29468,33,29501,1503980,andhra pradesh
36,Andhra Pradesh,visakhapatnam,DAGGUBATI PURANDESWARI,FEMALE,58,GENERAL,BJP,Lotus,33430,462,33892,1829300,andhra pradesh
37,Andhra Pradesh,visakhapatnam,PEDADA. RAMANIKUMARI,FEMALE,48,GENERAL,INC,Hand,14550,83,14633,1829300,andhra pradesh
38,Andhra Pradesh,visakhapatnam,BHARAT MATHUKUMILLI,MALE,29,GENERAL,TDP,Bicycle,431093,1399,432492,1829300,andhra pradesh
39,Andhra Pradesh,visakhapatnam,M V V SATYANARAYANA,MALE,52,GENERAL,YSRCP,Ceiling Fan,433968,2938,436906,1829300,andhra pradesh
40,Andhra Pradesh,visakhapatnam,GEORGE BANGARI,MALE,46,SC,VCK,Stool,3027,1,3028,1829300,andhra pradesh
41,Andhra Pradesh,visakhapatnam,B. JAYA VENU GOPAL,MALE,30,GENERAL,PPOI,FLUTE,1622,5,1627,1829300,andhra pradesh
42,Andhra Pradesh,visakhapatnam,V.V. LAKSHMI NARAYANA,MALE,53,GENERAL,JnP,Glass Tumbler,287072,1802,288874,1829300,andhra pradesh
43,Andhra Pradesh,visakhapatnam,ANMISH VARMA,MALE,26,GENERAL,IND,Bat,1904,11,1915,1829300,andhra pradesh
44,Andhra Pradesh,visakhapatnam,R. UDAYA GOWRI,FEMALE,44,GENERAL,IND,DIAMOND,1384,0,1384,1829300,andhra pradesh
45,Andhra Pradesh,visakhapatnam,KOTHAPALLI GEETHA,FEMALE,48,GENERAL,IND,Mike,1155,3,1158,1829300,andhra pradesh
46,Andhra Pradesh,visakhapatnam,GAMPALA SOMASUNDARAM,MALE,76,GENERAL,IND,COCONUT FARM,1127,1,1128,1829300,andhra pradesh
47,Andhra Pradesh,visakhapatnam,GANNU MALLAYYA,MALE,70,GENERAL,IND,Ganna Kisan,1311,2,1313,1829300,andhra pradesh
48,Andhra Pradesh,visakhapatnam,DURGAPRASAD. GUNTU,MALE,51,GENERAL,IND,Letter Box,2463,1,2464,1829300,andhra pradesh
49,Andhra Pradesh,visakhapatnam,PULAPAKA RAJA SEKHAR,MALE,40,GENERAL,IND,Gas Cylinder,2294,0,2294,1829300,andhra pradesh
50,Andhra Pradesh,visakhapatnam,NOTA,unknown,46,unkown,NOTA,unkown,16626,20,16646,1829300,andhra pradesh
51,Andhra Pradesh,anakapalli,ADARI ANAND KUMAR,MALE,43,GENERAL,TDP,Bicycle,495381,1653,497034,1521363,andhra pradesh
52,Andhra Pradesh,anakapalli,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),MALE,65,GENERAL,BJP,Lotus,12888,388,13276,1521363,andhra pradesh
53,Andhra Pradesh,anakapalli,Dr.Beesetti Venkata Satyavathi,FEMALE,52,GENERAL,YSRCP,Ceiling Fan,583210,3016,586226,1521363,andhra pradesh
54,Andhra Pradesh,anakapalli,Ruthala Srirama Murthy,MALE,49,GENERAL,INC,Hand,10072,49,10121,1521363,andhra pradesh
55,Andhra Pradesh,anakapalli,P.S.AJAY KUMAR,MALE,57,GENERAL,CPI(ML)(L),Flag with Three Stars,2708,8,2716,1521363,andhra pradesh
56,Andhra Pradesh,anakapalli,K B SWAROOP,MALE,51,GENERAL,JAJGP,Mike,1615,6,1621,1521363,andhra pradesh
57,Andhra Pradesh,anakapalli,Chintala Partha Sarathi,MALE,56,GENERAL,JnP,Glass Tumbler,82126,462,82588,1521363,andhra pradesh
58,Andhra Pradesh,anakapalli,Taadi Veera Jagadeeshwari,FEMALE,65,GENERAL,PPOI,FLUTE,1801,2,1803,1521363,andhra pradesh
59,Andhra Pradesh,anakapalli,Vadlamuri Krishna Swaroop,MALE,46,SC,DABAP,Cup & Saucer,4443,1,4444,1521363,andhra pradesh
60,Andhra Pradesh,anakapalli,Appala Naidu Tummagunta,MALE,37,GENERAL,IND,Laptop,3760,5,3765,1521363,andhra pradesh
61,Andhra Pradesh,anakapalli,NOTA,unknown,46,unkown,NOTA,unkown,34877,20,34897,1521363,andhra pradesh
62,Andhra Pradesh,kakinada,CHALAMALASETTY SUNIL,MALE,49,GENERAL,TDP,Bicycle,508361,3531,511892,1563930,andhra pradesh
63,Andhra Pradesh,kakinada,MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU),MALE,66,GENERAL,INC,Hand,8601,39,8640,1563930,andhra pradesh
64,Andhra Pradesh,kakinada,YALLA VENKATA RAMA MOHAN RAO (DORABABU),MALE,46,GENERAL,BJP,Lotus,9456,140,9596,1563930,andhra pradesh
65,Andhra Pradesh,kakinada,VANGA GEETHAVISWANATH,FEMALE,55,GENERAL,YSRCP,Ceiling Fan,534655,2975,537630,1563930,andhra pradesh
66,Andhra Pradesh,kakinada,APPALAKONDA VANGALAPUDI,MALE,28,SC,MPP,Telephone,2997,0,2997,1563930,andhra pradesh
67,Andhra Pradesh,kakinada,B. GEETHA,FEMALE,34,GENERAL,PRSHP,Helicopter,1687,1,1688,1563930,andhra pradesh
68,Andhra Pradesh,kakinada,GODUGU SATYANARAYANA,MALE,40,SC,CPI(ML)(L),Flag with Three Stars,1723,1,1724,1563930,andhra pradesh
69,Andhra Pradesh,kakinada,JYOTHULA VENKATESWARA RAO,MALE,62,GENERAL,JnP,Glass Tumbler,132124,524,132648,1563930,andhra pradesh
70,Andhra Pradesh,kakinada,DONAM NEELAKANTAM,MALE,49,SC,AINPP,Boat with Man and Sail,980,0,980,1563930,andhra pradesh
71,Andhra Pradesh,kakinada,PEDDIMSETTI. VENKATESWARARAO,MALE,46,GENERAL,JAJGP,Mike,812,3,815,1563930,andhra pradesh
72,Andhra Pradesh,kakinada,VASAMSETTY VENKATARAMANA,MALE,56,GENERAL,AIFB,Lion,1012,2,1014,1563930,andhra pradesh
73,Andhra Pradesh,kakinada,SATHI VEERALAKSHMI,FEMALE,38,GENERAL,PPOI,FLUTE,1117,2,1119,1563930,andhra pradesh
74,Andhra Pradesh,kakinada,ANKADI SATHIBABU,MALE,45,GENERAL,IND,Basket containing Fruits,1381,0,1381,1563930,andhra pradesh
75,Andhra Pradesh,kakinada,KAKILETI RAVINDRA,MALE,41,SC,IND,Electric Pole,3325,2,3327,1563930,andhra pradesh
76,Andhra Pradesh,kakinada,MEDISETTI VIJAYA KUMAR,MALE,53,GENERAL,IND,COCONUT FARM,2051,0,2051,1563930,andhra pradesh
77,Andhra Pradesh,kakinada,NOTA,unknown,46,unkown,NOTA,unkown,17117,36,17153,1563930,andhra pradesh
78,Andhra Pradesh,amalapuram,AYYAJI VEMA MANEPALLI,MALE,58,SC,BJP,Lotus,11376,158,11534,1459556,andhra pradesh
79,Andhra Pradesh,amalapuram,GANTI HARISH MADHUR (BALAYOGI),MALE,28,SC,TDP,Bicycle,443590,2573,446163,1459556,andhra pradesh
80,Andhra Pradesh,amalapuram,CHINTA ANURADHA,FEMALE,46,SC,YSRCP,Ceiling Fan,482003,3955,485958,1459556,andhra pradesh
81,Andhra Pradesh,amalapuram,JANGA GOUTHAM,MALE,49,SC,INC,Hand,7849,38,7887,1459556,andhra pradesh
82,Andhra Pradesh,amalapuram,CHELLE RAJANI,MALE,30,SC,JAJGP,Mike,1231,0,1231,1459556,andhra pradesh
83,Andhra Pradesh,amalapuram,PANTHAGADA VIJAYA CHAKRAVARTHY,MALE,65,SC,RPI(KH),Gas Cylinder,1804,0,1804,1459556,andhra pradesh
84,Andhra Pradesh,amalapuram,MURALIKRISHNA KANDERI,MALE,41,SC,IPBP,Trumpet,1803,1,1804,1459556,andhra pradesh
85,Andhra Pradesh,amalapuram,MORTHA SIVA RAMA KRISHNA,MALE,29,SC,PPOI,FLUTE,1950,4,1954,1459556,andhra pradesh
86,Andhra Pradesh,amalapuram,D M R SEKHAR,MALE,59,SC,JnP,Glass Tumbler,253740,1577,255317,1459556,andhra pradesh
87,Andhra Pradesh,amalapuram,REVU SUDHAKAR,MALE,34,SC,IND,Gas Stove,2774,1,2775,1459556,andhra pradesh
88,Andhra Pradesh,amalapuram,NOTA,unknown,46,unkown,NOTA,unkown,16427,41,16468,1459556,andhra pradesh
89,Andhra Pradesh,rajahmundry,NALLURI VIJAYA SRINIVASA RAO,MALE,55,GENERAL,INC,Hand,12678,47,12725,1534256,andhra pradesh
90,Andhra Pradesh,rajahmundry,PARAVASTU SATYA GOPINATH DAS,MALE,47,GENERAL,BJP,Lotus,12165,169,12334,1534256,andhra pradesh
91,Andhra Pradesh,rajahmundry,MAGANTI ROOPA,FEMALE,45,GENERAL,TDP,Bicycle,459100,1290,460390,1534256,andhra pradesh
92,Andhra Pradesh,rajahmundry,MARGANI BHARAT,MALE,36,GENERAL,YSRCP,Ceiling Fan,578471,3553,582024,1534256,andhra pradesh
93,Andhra Pradesh,rajahmundry,AKULA SATYANARAYANA,MALE,55,GENERAL,JnP,Glass Tumbler,155164,643,155807,1534256,andhra pradesh
94,Andhra Pradesh,rajahmundry,GEDDAM DAVID NELSON BABU,MALE,60,GENERAL,APoI,Coat,1752,5,1757,1534256,andhra pradesh
95,Andhra Pradesh,rajahmundry,BANDARU RAJESWARA RAO,MALE,59,GENERAL,JAJGP,Mike,1034,1,1035,1534256,andhra pradesh
96,Andhra Pradesh,rajahmundry,MEDA SRINIVAS,MALE,50,GENERAL,RPC(S),Ring,994,2,996,1534256,andhra pradesh
97,Andhra Pradesh,rajahmundry,SANGISETTI SRINIVASA RAO,MALE,50,GENERAL,PPOI,FLUTE,1156,5,1161,1534256,andhra pradesh
98,Andhra Pradesh,rajahmundry,KURUVELLA BHANUCHANDAR,MALE,33,SC,IND,Air Conditioner,1242,0,1242,1534256,andhra pradesh
99,Andhra Pradesh,rajahmundry,KOLLAPU VENU,MALE,41,SC,IND,Electric Pole,2868,1,2869,1534256,andhra pradesh
100,Andhra Pradesh,rajahmundry,NOTA,unknown,46,unkown,NOTA,unkown,18064,23,18087,1534256,andhra pradesh
101,Andhra Pradesh,narsapuram,KANUMURU BAPIRAJU,MALE,71,GENERAL,INC,Hand,13809,132,13941,1439691,andhra pradesh
102,Andhra Pradesh,narsapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,MALE,57,GENERAL,YSRCP,Ceiling Fan,444376,4858,449234,1439691,andhra pradesh
103,Andhra Pradesh,narsapuram,PYDIKONDALA MANIKYALA RAO,MALE,59,GENERAL,BJP,Lotus,12154,260,12414,1439691,andhra pradesh
104,Andhra Pradesh,narsapuram,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),MALE,48,GENERAL,TDP,Bicycle,414547,2011,416558,1439691,andhra pradesh
105,Andhra Pradesh,narsapuram,YELLA VENU GOPAL RAO,MALE,63,GENERAL,NVSP,Gas Cylinder,4284,2,4286,1439691,andhra pradesh
106,Andhra Pradesh,narsapuram,GANJI PURNIMA,FEMALE,36,GENERAL,RPI(A),Apple,867,2,869,1439691,andhra pradesh
107,Andhra Pradesh,narsapuram,GURUGUBILLI RAMBABU,MALE,52,GENERAL,MCPI,COMPUTER,583,0,583,1439691,andhra pradesh
108,Andhra Pradesh,narsapuram,G S RAJU,MALE,51,GENERAL,SP,Tractor Chalata Kisan,3468,3,3471,1439691,andhra pradesh
109,Andhra Pradesh,narsapuram,DASARI KRISHNA MURTHY,MALE,32,GENERAL,IPBP,Trumpet,1603,0,1603,1439691,andhra pradesh
110,Andhra Pradesh,narsapuram,NALLAM SURYA CHANDRA RAO,MALE,59,GENERAL,PPOI,FLUTE,2201,9,2210,1439691,andhra pradesh
111,Andhra Pradesh,narsapuram,NAGABABU KONIDELA,MALE,58,GENERAL,JnP,Glass Tumbler,249188,1614,250802,1439691,andhra pradesh
112,Andhra Pradesh,narsapuram,K.A.PAUL,MALE,55,GENERAL,PRSHP,Helicopter,3027,19,3046,1439691,andhra pradesh
113,Andhra Pradesh,narsapuram,GOTTUMUKKALA SHIVAJI,MALE,48,SC,IND,T.V. Remote,1275,0,1275,1439691,andhra pradesh
114,Andhra Pradesh,narsapuram,NALLI RAJESH,MALE,36,SC,IND,Electric Pole,2651,2,2653,1439691,andhra pradesh
115,Andhra Pradesh,narsapuram,MEDAPATI VARAHALA REDDY,MALE,44,GENERAL,IND,Road Roller,2681,3,2684,1439691,andhra pradesh
116,Andhra Pradesh,narsapuram,NOTA,unknown,46,unkown,NOTA,unkown,12074,35,12109,1439691,andhra pradesh
117,Andhra Pradesh,eluru,KOTAGIRI SRIDHAR,MALE,46,GENERAL,YSRCP,Ceiling Fan,672834,3975,676809,1594950,andhra pradesh
118,Andhra Pradesh,eluru,CHINNAM RAMA KOTAYYA,MALE,58,GENERAL,BJP,Lotus,8317,95,8412,1594950,andhra pradesh
119,Andhra Pradesh,eluru,JETTI GURUNADHA RAO,MALE,55,GENERAL,INC,Hand,20284,94,20378,1594950,andhra pradesh
120,Andhra Pradesh,eluru,MAGANTTI VENKATESWARA RAO BABU,MALE,59,GENERAL,TDP,Bicycle,509549,1335,510884,1594950,andhra pradesh
121,Andhra Pradesh,eluru,CHINA VENKATA SURYANARAYANA JOSYULA,MALE,62,GENERAL,PPOI,FLUTE,2932,3,2935,1594950,andhra pradesh
122,Andhra Pradesh,eluru,PENTAPATI PULLARAO,MALE,71,GENERAL,JnP,Glass Tumbler,76481,346,76827,1594950,andhra pradesh
123,Andhra Pradesh,eluru,MATHE. BOBBY,MALE,29,SC,RPI(A),Sewing Machine,1871,8,1879,1594950,andhra pradesh
124,Andhra Pradesh,eluru,V. SIVA RAMA KRISHNA,MALE,55,GENERAL,JAJGP,Mike,1261,0,1261,1594950,andhra pradesh
125,Andhra Pradesh,eluru,ALAGA. RAVI KUMAR,MALE,49,SC,IND,Apple,1648,0,1648,1594950,andhra pradesh
126,Andhra Pradesh,eluru,Dr.MENDEM. SANTHOSH KUMAR(PEDDABABU),MALE,46,SC,IND,Helmet,3010,0,3010,1594950,andhra pradesh
127,Andhra Pradesh,eluru,NOTA,unknown,46,unkown,NOTA,unkown,23861,19,23880,1594950,andhra pradesh
128,Andhra Pradesh,machilipatnam,KONAKALLA NARAYANA RAO,MALE,68,GENERAL,TDP,Bicycle,509887,2725,512612,1473347,andhra pradesh
129,Andhra Pradesh,machilipatnam,GUDIVAKA RAMANJANEYULU (ANJI BABU),MALE,35,GENERAL,BJP,Lotus,6374,107,6481,1473347,andhra pradesh
130,Andhra Pradesh,machilipatnam,GOLLU KRISHNA,MALE,55,GENERAL,INC,Hand,12233,77,12310,1473347,andhra pradesh
131,Andhra Pradesh,machilipatnam,BALASHOWRY VALLABHANENI,MALE,50,GENERAL,YSRCP,Ceiling Fan,567592,5258,572850,1473347,andhra pradesh
132,Andhra Pradesh,machilipatnam,PERAM SIVA NAGESWARA RAO,MALE,51,GENERAL,RPI(A),Gas Stove,3625,2,3627,1473347,andhra pradesh
133,Andhra Pradesh,machilipatnam,BANDREDDI RAMAKRISHNA,MALE,44,GENERAL,JnP,Glass Tumbler,112566,876,113442,1473347,andhra pradesh
134,Andhra Pradesh,machilipatnam,YARLAGADDA RAMA MOHANA RAO,MALE,56,GENERAL,BAHUMP,Whistle,1016,1,1017,1473347,andhra pradesh
135,Andhra Pradesh,machilipatnam,VALLURU VENKATESWARA RAO,MALE,66,GENERAL,PPOI,FLUTE,824,2,826,1473347,andhra pradesh
136,Andhra Pradesh,machilipatnam,GANDHI DHANEKULA,MALE,70,GENERAL,IND,Almirah,846,0,846,1473347,andhra pradesh
137,Andhra Pradesh,machilipatnam,NADAKUDITI NAGA GAYATHRI,FEMALE,38,GENERAL,IND,Ganna Kisan,772,2,774,1473347,andhra pradesh
138,Andhra Pradesh,machilipatnam,G. V. N. BASAVA RAO,MALE,26,GENERAL,IND,Bat,894,1,895,1473347,andhra pradesh
139,Andhra Pradesh,machilipatnam,VIJAYA LAKSHMI CHALAPAKA,FEMALE,39,GENERAL,IND,Tractor Chalata Kisan,4776,13,4789,1473347,andhra pradesh
140,Andhra Pradesh,machilipatnam,NOTA,unknown,46,unkown,NOTA,unkown,14067,34,14101,1473347,andhra pradesh
141,Andhra Pradesh,vijayawada,KILARU DILEEP,MALE,48,GENERAL,BJP,Lotus,18411,93,18504,1652994,andhra pradesh
142,Andhra Pradesh,vijayawada,KESINENI SRINIVAS (NANI),MALE,53,GENERAL,TDP,Bicycle,573929,1569,575498,1652994,andhra pradesh
143,Andhra Pradesh,vijayawada,NARAHARISETTY. NARASIMHARAO.,MALE,58,GENERAL,INC,Hand,16204,57,16261,1652994,andhra pradesh
144,Andhra Pradesh,vijayawada,POTLURI.V.PRASAD ( P V P ),MALE,48,GENERAL,YSRCP,Ceiling Fan,564174,2598,566772,1652994,andhra pradesh
145,Andhra Pradesh,vijayawada,ANDUKURI VIJAYA BHASKAR,MALE,49,SC,IPBP,Trumpet,2457,0,2457,1652994,andhra pradesh
146,Andhra Pradesh,vijayawada,DATLA LURDU MARY,FEMALE,43,SC,MPP,Telephone,433,1,434,1652994,andhra pradesh
147,Andhra Pradesh,vijayawada,PADALA SIVA PRASAD,MALE,62,GENERAL,NRCP,Scissors,480,0,480,1652994,andhra pradesh
148,Andhra Pradesh,vijayawada,Muttamsetty Prasad babu,MALE,66,GENERAL,JnP,Glass Tumbler,81416,234,81650,1652994,andhra pradesh
149,Andhra Pradesh,vijayawada,SEKHAR,MALE,31,GENERAL,PPOI,FLUTE,683,2,685,1652994,andhra pradesh
150,Andhra Pradesh,vijayawada,Sk. Riyaz,MALE,31,GENERAL,IUML,Ladder,412,0,412,1652994,andhra pradesh
151,Andhra Pradesh,vijayawada,ANIL KUMAR MADDINENI,MALE,39,GENERAL,IND,Chappals,1049,0,1049,1652994,andhra pradesh
152,Andhra Pradesh,vijayawada,DHANEKULA GANDHI,MALE,70,GENERAL,IND,Whistle,687,1,688,1652994,andhra pradesh
153,Andhra Pradesh,vijayawada,NANDINI NALLAGHATLA,FEMALE,43,GENERAL,IND,Bat,951,2,953,1652994,andhra pradesh
154,Andhra Pradesh,vijayawada,BOLISETTY HARI BABU,MALE,60,GENERAL,IND,Helicopter,1739,0,1739,1652994,andhra pradesh
155,Andhra Pradesh,vijayawada,MOHAMMAD ISHAQ,MALE,47,GENERAL,IND,Battery Torch,1218,0,1218,1652994,andhra pradesh
156,Andhra Pradesh,vijayawada,NOTA,unknown,46,unkown,NOTA,unkown,8889,22,8911,1652994,andhra pradesh
157,Andhra Pradesh,guntur,Jayadev Galla,MALE,53,GENERAL,TDP,Bicycle,586292,1626,587918,1706119,andhra pradesh
158,Andhra Pradesh,guntur,Jayaprakash Narayana Valluru,MALE,44,GENERAL,BJP,Lotus,11667,174,11841,1706119,andhra pradesh
159,Andhra Pradesh,guntur,Modugula Venugopala Reddy,MALE,52,GENERAL,YSRCP,Ceiling Fan,580840,2873,583713,1706119,andhra pradesh
160,Andhra Pradesh,guntur,Shaik Mastanvali,MALE,53,GENERAL,INC,Hand,14124,81,14205,1706119,andhra pradesh
161,Andhra Pradesh,guntur,Araveti Hazarath Rao,MALE,68,GENERAL,PPOI,FLUTE,808,2,810,1706119,andhra pradesh
162,Andhra Pradesh,guntur,Ullagi David Jayakumar (Dr. D J Kumar),MALE,61,GENERAL,HMRD,Gift Pack,447,0,447,1706119,andhra pradesh
163,Andhra Pradesh,guntur,Jeldi Raja Mohan,MALE,61,SC,AINPP,Boat with Man and Sail,437,0,437,1706119,andhra pradesh
164,Andhra Pradesh,guntur,Nagaraju Ekula,MALE,42,SC,RPI(A),Laptop,920,0,920,1706119,andhra pradesh
165,Andhra Pradesh,guntur,Bonaboyina Srinivasa Rao (Bonaboyina Srinivasa Yadav),MALE,50,GENERAL,JnP,Glass Tumbler,128746,459,129205,1706119,andhra pradesh
166,Andhra Pradesh,guntur,Mannava Hariprasad,MALE,55,GENERAL,CPIM,Tractor Chalata Kisan,3212,4,3216,1706119,andhra pradesh
167,Andhra Pradesh,guntur,Ramarao Simhadri,MALE,41,GENERAL,PRSHP,Helicopter,1744,2,1746,1706119,andhra pradesh
168,Andhra Pradesh,guntur,N. J. Vidyasagar,MALE,51,SC,VCK,Stool,639,2,641,1706119,andhra pradesh
169,Andhra Pradesh,guntur,Sarabandi Raju Sikhinam,MALE,35,SC,ILP(AP),BUCKET,1015,2,1017,1706119,andhra pradesh
170,Andhra Pradesh,guntur,Shaik Jaleel,MALE,43,GENERAL,NRCP,Scissors,560,3,563,1706119,andhra pradesh
171,Andhra Pradesh,guntur,Samudrala Chinna Kotaiah,MALE,41,SC,NDDHP,Battery Torch,628,0,628,1706119,andhra pradesh
172,Andhra Pradesh,guntur,Umar Basha Shaik,MALE,29,GENERAL,IND,Almirah,2676,0,2676,1706119,andhra pradesh
173,Andhra Pradesh,guntur,Dasari Kiran Babu,MALE,37,SC,IND,Whistle,2907,2,2909,1706119,andhra pradesh
174,Andhra Pradesh,guntur,Doppalapudi Veera Das,MALE,60,SC,IND,Gas Cylinder,629,0,629,1706119,andhra pradesh
175,Andhra Pradesh,guntur,Y. V. Suresh,MALE,50,GENERAL,IND,Baby Walker,1947,0,1947,1706119,andhra pradesh
176,Andhra Pradesh,guntur,NOTA,unknown,46,unkown,NOTA,unkown,5972,34,6006,1706119,andhra pradesh
177,Andhra Pradesh,narasaraopet,KANNA LAKSHMI NARAYANA,MALE,64,GENERAL,BJP,Lotus,15255,231,15486,1670391,andhra pradesh
178,Andhra Pradesh,narasaraopet,PAKKALA SURIBABU,MALE,60,GENERAL,INC,Hand,10977,56,11033,1670391,andhra pradesh
179,Andhra Pradesh,narasaraopet,RAYAPATI SAMBASIVARAO,MALE,75,GENERAL,TDP,Bicycle,589344,2211,591555,1670391,andhra pradesh
180,Andhra Pradesh,narasaraopet,LAVU SRI KRISHNA DEVARAYALU,MALE,35,GENERAL,YSRCP,Ceiling Fan,740509,5048,745557,1670391,andhra pradesh
181,Andhra Pradesh,narasaraopet,ALLU VENKATAREDDY,MALE,49,GENERAL,PPOI,FLUTE,2890,4,2894,1670391,andhra pradesh
182,Andhra Pradesh,narasaraopet,KANAKAM SRINIVASARAO,MALE,40,GENERAL,NNKP,Plastering Trowel,883,4,887,1670391,andhra pradesh
183,Andhra Pradesh,narasaraopet,NAYUB KAMAL SHAIK,MALE,52,GENERAL,JnP,Glass Tumbler,50713,295,51008,1670391,andhra pradesh
184,Andhra Pradesh,narasaraopet,SURABHI DEVASAHAYAM,MALE,46,SC,IUML,Ladder,418,0,418,1670391,andhra pradesh
