,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,state_clean
6145,Uttar Pradesh,pilibhit,Md. Hanif,MALE,44,GENERAL,PSPL,Key,1275,1,1276,1761207,uttar pradesh
6146,Uttar Pradesh,pilibhit,Urvashi Singh,FEMALE,34,GENERAL,IND,Air Conditioner,861,3,864,1761207,uttar pradesh
6147,Uttar Pradesh,pilibhit,Kaif Raza Khan,MALE,29,GENERAL,IND,Almirah,924,2,926,1761207,uttar pradesh
6148,Uttar Pradesh,pilibhit,Jafri Begum,FEMALE,42,GENERAL,IND,Apple,1627,6,1633,1761207,uttar pradesh
6149,Uttar Pradesh,pilibhit,Munesh Singh,MALE,46,GENERAL,IND,Sewing Machine,2128,1,2129,1761207,uttar pradesh
6150,Uttar Pradesh,pilibhit,Varun Gandhi,MALE,35,GENERAL,IND,Cauliflower,4471,12,4483,1761207,uttar pradesh
6151,Uttar Pradesh,pilibhit,Surendra Kumar Gupta,MALE,71,GENERAL,IND,Cup & Saucer,4440,2,4442,1761207,uttar pradesh
6152,Uttar Pradesh,pilibhit,NOTA,unknown,46,unkown,NOTA,unkown,9916,57,9973,1761207,uttar pradesh
6153,Uttar Pradesh,shahjahanpur,Amar Chandra Jauhar,MALE,48,SC,BSP,Elephant,417337,3235,420572,2114201,uttar pradesh
6154,Uttar Pradesh,shahjahanpur,Arun Kumar Sagar,MALE,42,SC,BJP,Lotus,686352,2638,688990,2114201,uttar pradesh
6155,Uttar Pradesh,shahjahanpur,Brahm Swaroop Sagar,MALE,47,SC,INC,Hand,35055,228,35283,2114201,uttar pradesh
6156,Uttar Pradesh,shahjahanpur,Manish Chandra Kori,MALE,32,SC,CPI,Ears of Corn And Sickle,9462,2,9464,2114201,uttar pradesh
6157,Uttar Pradesh,shahjahanpur,Kishan Lal,MALE,59,SC,SANVP,Telephone,2249,1,2250,2114201,uttar pradesh
6158,Uttar Pradesh,shahjahanpur,Kuwar Pal Singh Gautam,MALE,44,SC,JaSSP,CARPET,1150,1,1151,2114201,uttar pradesh
6159,Uttar Pradesh,shahjahanpur,Dharmvir Balmiki,MALE,27,SC,BHABHAPA,Stethoscope,1155,4,1159,2114201,uttar pradesh
6160,Uttar Pradesh,shahjahanpur,Narveer Fauji,MALE,39,SC,PSPL,Key,2094,10,2104,2114201,uttar pradesh
6161,Uttar Pradesh,shahjahanpur,Manohar Lal Saroj,MALE,45,SC,NSCBRAP,Auto- Rickshaw,2340,2,2342,2114201,uttar pradesh
6162,Uttar Pradesh,shahjahanpur,Ramesh Chandra Verma,MALE,39,SC,ManKP,Soap Dish,1343,1,1344,2114201,uttar pradesh
6163,Uttar Pradesh,shahjahanpur,Sohan Pal alias Sonpal,MALE,58,SC,BKrD,Stumps,1711,1,1712,2114201,uttar pradesh
6164,Uttar Pradesh,shahjahanpur,Arun Kumar,MALE,30,SC,IND,Football,2836,1,2837,2114201,uttar pradesh
6165,Uttar Pradesh,shahjahanpur,Vineet,MALE,25,SC,IND,Pan,2604,0,2604,2114201,uttar pradesh
6166,Uttar Pradesh,shahjahanpur,Shyamacharan,MALE,42,SC,IND,Sitar,5308,0,5308,2114201,uttar pradesh
6167,Uttar Pradesh,shahjahanpur,NOTA,unknown,46,unkown,NOTA,unkown,8978,59,9037,2114201,uttar pradesh
6168,Uttar Pradesh,kheri,Ajay Kumar,MALE,60,GENERAL,BJP,Lotus,609285,304,609589,1770699,uttar pradesh
6169,Uttar Pradesh,kheri,Zafar Ali Naqvi,MALE,71,GENERAL,INC,Hand,92127,28,92155,1770699,uttar pradesh
6170,Uttar Pradesh,kheri,Dr. Purvi Verma,FEMALE,29,GENERAL,SP,Bicycle,390665,117,390782,1770699,uttar pradesh
6171,Uttar Pradesh,kheri,Vipnesh Shukla,MALE,68,GENERAL,CPI,Ears of Corn And Sickle,11857,0,11857,1770699,uttar pradesh
6172,Uttar Pradesh,kheri,Asif Khan,MALE,48,GENERAL,BKNP,Cot,1626,0,1626,1770699,uttar pradesh
6173,Uttar Pradesh,kheri,Krishna Kumar Yadav,MALE,45,GENERAL,LJSPty,Clip,968,0,968,1770699,uttar pradesh
6174,Uttar Pradesh,kheri,Bandana Gupta,FEMALE,37,GENERAL,BSCP,FLUTE,1016,1,1017,1770699,uttar pradesh
6175,Uttar Pradesh,kheri,Mahesh Chandra Verma Advocate,MALE,43,GENERAL,HND,Water Tank,1002,0,1002,1770699,uttar pradesh
6176,Uttar Pradesh,kheri,Moh. Mumtaz Raza,MALE,39,GENERAL,RTJPS,Saw,1059,1,1060,1770699,uttar pradesh
6177,Uttar Pradesh,kheri,Ram Jeevan,MALE,35,SC,BAWPA,Tooth Brush,1077,1,1078,1770699,uttar pradesh
6178,Uttar Pradesh,kheri,Shrikrishna Verma,MALE,34,GENERAL,PECP,Glass Tumbler,1989,2,1991,1770699,uttar pradesh
6179,Uttar Pradesh,kheri,Ajay Kumar Dixit,MALE,56,GENERAL,IND,Ganna Kisan,1654,0,1654,1770699,uttar pradesh
6180,Uttar Pradesh,kheri,Krishna Kumar,MALE,60,GENERAL,IND,Pressure Cooker,2496,0,2496,1770699,uttar pradesh
6181,Uttar Pradesh,kheri,Paro Kinner,THIRD,33,GENERAL,IND,Scissors,5315,0,5315,1770699,uttar pradesh
6182,Uttar Pradesh,kheri,Manoj Kumar Singh,MALE,44,GENERAL,IND,Cauliflower,5320,0,5320,1770699,uttar pradesh
6183,Uttar Pradesh,kheri,NOTA,unknown,46,unkown,NOTA,unkown,8747,3,8750,1770699,uttar pradesh
6184,Uttar Pradesh,dhaurahra,ARSHAD ILIYAS SIDDIQUI,MALE,63,GENERAL,BSP,Elephant,352093,201,352294,1644674,uttar pradesh
6185,Uttar Pradesh,dhaurahra,KUNWAR JITIN PRASADA,MALE,42,GENERAL,INC,Hand,162727,129,162856,1644674,uttar pradesh
6186,Uttar Pradesh,dhaurahra,REKHA VERMA,FEMALE,45,GENERAL,BJP,Lotus,512582,323,512905,1644674,uttar pradesh
6187,Uttar Pradesh,dhaurahra,ANIL KUMAR ' RAJVANSHI',MALE,48,SC,BAWPA,Tooth Brush,9287,1,9288,1644674,uttar pradesh
6188,Uttar Pradesh,dhaurahra,BALJEET KAUR,FEMALE,33,GENERAL,HND,Water Tank,3165,1,3166,1644674,uttar pradesh
6189,Uttar Pradesh,dhaurahra,MALKHAN SINGH RAJPOOT,MALE,76,GENERAL,PSPL,Key,4288,0,4288,1644674,uttar pradesh
6190,Uttar Pradesh,dhaurahra,MUKESH KUMAR,MALE,59,GENERAL,SHS,Bow & Arrow,3556,0,3556,1644674,uttar pradesh
6191,Uttar Pradesh,dhaurahra,REETU VERMA 'DIDI',FEMALE,41,GENERAL,IND,Tractor Chalata Kisan,4688,1,4689,1644674,uttar pradesh
6192,Uttar Pradesh,dhaurahra,NOTA,unknown,46,unkown,NOTA,unkown,10792,6,10798,1644674,uttar pradesh
6193,Uttar Pradesh,sitapur,Qaiser Jahan,FEMALE,45,GENERAL,INC,Hand,95958,60,96018,1666126,uttar pradesh
6194,Uttar Pradesh,sitapur,Nakul Dubey,MALE,53,GENERAL,BSP,Elephant,413173,522,413695,1666126,uttar pradesh
6195,Uttar Pradesh,sitapur,Rajesh Verma,MALE,58,GENERAL,BJP,Lotus,513984,544,514528,1666126,uttar pradesh
6196,Uttar Pradesh,sitapur,Anil Singh,MALE,30,GENERAL,AJPI,Helicopter,7530,2,7532,1666126,uttar pradesh
6197,Uttar Pradesh,sitapur,Abu bakar,MALE,29,GENERAL,BHAPRAP,Ludo,1827,1,1828,1666126,uttar pradesh
6198,Uttar Pradesh,sitapur,Geeta Devi,FEMALE,39,SC,BAWPA,Tooth Brush,1441,0,1441,1666126,uttar pradesh
6199,Uttar Pradesh,sitapur,Mahendra Kumar,MALE,48,SC,ASaP,Tractor Chalata Kisan,2332,0,2332,1666126,uttar pradesh
6200,Uttar Pradesh,sitapur,Vijay Kumar Mishra,MALE,52,GENERAL,PSPL,Key,1737,5,1742,1666126,uttar pradesh
6201,Uttar Pradesh,sitapur,Turab Ali,MALE,48,GENERAL,IND,Auto- Rickshaw,4508,0,4508,1666126,uttar pradesh
6202,Uttar Pradesh,sitapur,Pyare Lal Bhargva,MALE,56,SC,IND,Glass Tumbler,4447,1,4448,1666126,uttar pradesh
6203,Uttar Pradesh,sitapur,Vinod Kumar,MALE,61,SC,IND,Gas Cylinder,4083,0,4083,1666126,uttar pradesh
6204,Uttar Pradesh,sitapur,Shuchita Kumar,FEMALE,60,GENERAL,IND,Battery torch,3492,1,3493,1666126,uttar pradesh
6205,Uttar Pradesh,sitapur,NOTA,unknown,46,unkown,NOTA,unkown,8866,7,8873,1666126,uttar pradesh
6206,Uttar Pradesh,hardoi,Usha Verma,FEMALE,55,SC,SP,Bicycle,434459,1210,435669,1807119,uttar pradesh
6207,Uttar Pradesh,hardoi,Jai Prakash,MALE,61,SC,BJP,Lotus,567244,899,568143,1807119,uttar pradesh
6208,Uttar Pradesh,hardoi,Virendra Kumar,MALE,46,SC,INC,Hand,19943,29,19972,1807119,uttar pradesh
6209,Uttar Pradesh,hardoi,Mahendra Pal Verma,MALE,60,SC,BAWPA,Tooth Brush,2247,6,2253,1807119,uttar pradesh
6210,Uttar Pradesh,hardoi,Ram Chandra,MALE,52,SC,BKrD,Stumps,1130,0,1130,1807119,uttar pradesh
6211,Uttar Pradesh,hardoi,Sahab Singh,MALE,49,SC,PPID,Carrom Board,1197,0,1197,1807119,uttar pradesh
6212,Uttar Pradesh,hardoi,Sanjay Bharatiya,MALE,50,SC,PSPL,Key,1801,1,1802,1807119,uttar pradesh
6213,Uttar Pradesh,hardoi,Avdhesh Kumar,MALE,46,SC,IND,Cot,1373,0,1373,1807119,uttar pradesh
6214,Uttar Pradesh,hardoi,Chotte Lal,MALE,65,SC,IND,Chakki,2041,0,2041,1807119,uttar pradesh
6215,Uttar Pradesh,hardoi,Bhaiya Lal,MALE,46,SC,IND,Tractor Chalata Kisan,7911,0,7911,1807119,uttar pradesh
6216,Uttar Pradesh,hardoi,Shive Kumar,MALE,68,SC,IND,BUCKET,5043,0,5043,1807119,uttar pradesh
6217,Uttar Pradesh,hardoi,NOTA,unknown,46,unkown,NOTA,unkown,11003,21,11024,1807119,uttar pradesh
6218,Uttar Pradesh,misrikh,Ashok Kumar Rawat,MALE,52,SC,BJP,Lotus,533562,867,534429,1796932,uttar pradesh
6219,Uttar Pradesh,misrikh,Dr Neelu Satyarthi,FEMALE,44,SC,BSP,Elephant,433110,647,433757,1796932,uttar pradesh
6220,Uttar Pradesh,misrikh,Manjari Rahi,FEMALE,53,SC,INC,Hand,26446,59,26505,1796932,uttar pradesh
6221,Uttar Pradesh,misrikh,Arun Kumari Kori,FEMALE,46,SC,PSPL,Key,2429,13,2442,1796932,uttar pradesh
6222,Uttar Pradesh,misrikh,Nagendra Kumar,MALE,29,SC,RSDal,Sewing Machine,1547,1,1548,1796932,uttar pradesh
6223,Uttar Pradesh,misrikh,Beerendra Kanaujiya,MALE,27,SC,HND,Water Tank,1556,1,1557,1796932,uttar pradesh
6224,Uttar Pradesh,misrikh,Rahul Kumar,MALE,27,SC,BKrD,Stumps,911,0,911,1796932,uttar pradesh
6225,Uttar Pradesh,misrikh,Arpit,MALE,35,SC,IND,Ring,1002,0,1002,1796932,uttar pradesh
6226,Uttar Pradesh,misrikh,Arvind Kumar,MALE,28,SC,IND,Bat,939,0,939,1796932,uttar pradesh
6227,Uttar Pradesh,misrikh,Akash Niraj,MALE,29,SC,IND,Tractor Chalata Kisan,1939,0,1939,1796932,uttar pradesh
6228,Uttar Pradesh,misrikh,Raju Verma,MALE,29,SC,IND,Saw,1303,0,1303,1796932,uttar pradesh
6229,Uttar Pradesh,misrikh,Rampal,MALE,45,SC,IND,Scissors,2221,0,2221,1796932,uttar pradesh
6230,Uttar Pradesh,misrikh,Shripal Verma,MALE,60,SC,IND,Auto- Rickshaw,7934,0,7934,1796932,uttar pradesh
6231,Uttar Pradesh,misrikh,NOTA,unknown,46,unkown,NOTA,unkown,10164,17,10181,1796932,uttar pradesh
6232,Uttar Pradesh,unnao,Annu Tandon,FEMALE,61,GENERAL,INC,Hand,185468,166,185634,2191465,uttar pradesh
6233,Uttar Pradesh,unnao,Arun Shanker Shukla,MALE,61,GENERAL,SP,Bicycle,302263,288,302551,2191465,uttar pradesh
6234,Uttar Pradesh,unnao,Swami Sakshi Ji Maharaj,MALE,63,GENERAL,BJP,Lotus,702441,1066,703507,2191465,uttar pradesh
6235,Uttar Pradesh,unnao,Umar Khan,MALE,29,GENERAL,NEP,Television,11122,1,11123,2191465,uttar pradesh
6236,Uttar Pradesh,unnao,Chedi Lal,MALE,58,GENERAL,BHAPRAP,Ludo,3088,2,3090,2191465,uttar pradesh
6237,Uttar Pradesh,unnao,Deepak Chaurasia,MALE,51,GENERAL,JKiP,Tractor Chalata Kisan,5712,3,5715,2191465,uttar pradesh
6238,Uttar Pradesh,unnao,Shailesh Kushwaha,MALE,41,GENERAL,AABHAP,Balloon,3550,0,3550,2191465,uttar pradesh
6239,Uttar Pradesh,unnao,Satish Kumar Shukla,MALE,56,GENERAL,PSPL,Key,6710,1,6711,2191465,uttar pradesh
6240,Uttar Pradesh,unnao,Satyendra Nath Gaur,MALE,62,GENERAL,IND,Bricks,4003,2,4005,2191465,uttar pradesh
6241,Uttar Pradesh,unnao,NOTA,unknown,46,unkown,NOTA,unkown,11189,1,11190,2191465,uttar pradesh
6242,Uttar Pradesh,mohanlalganj,Kaushal Kishore,MALE,59,SC,BJP,Lotus,627223,2776,629999,2023431,uttar pradesh
6243,Uttar Pradesh,mohanlalganj,R. K. Chaudhary,MALE,60,SC,INC,Hand,59640,429,60069,2023431,uttar pradesh
6244,Uttar Pradesh,mohanlalganj,C. L. Verma,MALE,49,SC,BSP,Elephant,537448,2347,539795,2023431,uttar pradesh
6245,Uttar Pradesh,mohanlalganj,Ganesh Rawat,MALE,46,SC,PSPL,Key,7955,21,7976,2023431,uttar pradesh
6246,Uttar Pradesh,mohanlalganj,Jagdish Prasad Gautam,MALE,52,SC,MwSP,Whistle,1441,2,1443,2023431,uttar pradesh
6247,Uttar Pradesh,mohanlalganj,Radha Ambedkar,FEMALE,57,SC,PPID,Carrom Board,1220,0,1220,2023431,uttar pradesh
6248,Uttar Pradesh,mohanlalganj,Ram Sagar Paasi,MALE,38,SC,SDSP,Ganna Kisan,1510,5,1515,2023431,uttar pradesh
6249,Uttar Pradesh,mohanlalganj,Shatrohan Lal Rawat,MALE,51,SC,LD,Tractor Chalata Kisan,2632,4,2636,2023431,uttar pradesh
6250,Uttar Pradesh,mohanlalganj,Sushil Kumar,MALE,29,SC,ASGP,Pen Nib with Seven Rays,4283,0,4283,2023431,uttar pradesh
6251,Uttar Pradesh,mohanlalganj,Jagdish Rawat,MALE,50,SC,IND,Sewing Machine,3062,2,3064,2023431,uttar pradesh
6252,Uttar Pradesh,mohanlalganj,Prabhawati Devi,FEMALE,45,SC,IND,Telephone,4332,3,4335,2023431,uttar pradesh
6253,Uttar Pradesh,mohanlalganj,Ramesh Kumar,MALE,47,SC,IND,Saw,2464,0,2464,2023431,uttar pradesh
6254,Uttar Pradesh,mohanlalganj,NOTA,unknown,46,unkown,NOTA,unkown,10726,69,10795,2023431,uttar pradesh
6255,Uttar Pradesh,lucknow,Poonam Shatrughan Sinha,FEMALE,68,GENERAL,SP,Bicycle,282858,2866,285724,2040367,uttar pradesh
6256,Uttar Pradesh,lucknow,Acharya Pramod Krishnam,MALE,56,GENERAL,INC,Hand,178904,1107,180011,2040367,uttar pradesh
6257,Uttar Pradesh,lucknow,Rajnath Singh,MALE,67,GENERAL,BJP,Lotus,627881,5145,633026,2040367,uttar pradesh
6258,Uttar Pradesh,lucknow,Amar Kumar Raizada,MALE,66,GENERAL,ABJS,Battery torch,2099,5,2104,2040367,uttar pradesh
6259,Uttar Pradesh,lucknow,Kapil Mohan,MALE,47,GENERAL,MARD,Boat with Man and Sail,471,3,474,2040367,uttar pradesh
6260,Uttar Pradesh,lucknow,Ganesh Chaudhari,MALE,46,SC,SFP,Hat,506,9,515,2040367,uttar pradesh
6261,Uttar Pradesh,lucknow,Girish Narain Pande,MALE,64,GENERAL,SABHP,Camera,565,4,569,2040367,uttar pradesh
6262,Uttar Pradesh,lucknow,Haji Faheem Siddiqui,MALE,65,GENERAL,INL,Iron,569,3,572,2040367,uttar pradesh
6263,Uttar Pradesh,lucknow,Professor D.N.N.S. Yadav,MALE,59,GENERAL,PPID,Carrom Board,666,9,675,2040367,uttar pradesh
6264,Uttar Pradesh,lucknow,Ramesh,MALE,29,GENERAL,AIFB,Lion,730,9,739,2040367,uttar pradesh
6265,Uttar Pradesh,lucknow,Ram Sagar Pal,MALE,37,GENERAL,ASaP,Tractor Chalata Kisan,1232,19,1251,2040367,uttar pradesh
6266,Uttar Pradesh,lucknow,Shamim Khan,MALE,49,GENERAL,NEP,Television,931,4,935,2040367,uttar pradesh
6267,Uttar Pradesh,lucknow,Avinash Chandra Jain,MALE,69,GENERAL,IND,BISCUIT,592,2,594,2040367,uttar pradesh
6268,Uttar Pradesh,lucknow,Jimidar Singh Yadav,MALE,39,GENERAL,IND,Air Conditioner,857,2,859,2040367,uttar pradesh
6269,Uttar Pradesh,lucknow,Sanjay Singh Rana,MALE,38,GENERAL,IND,Auto- Rickshaw,980,1,981,2040367,uttar pradesh
6270,Uttar Pradesh,lucknow,NOTA,unknown,46,unkown,NOTA,unkown,7259,157,7416,2040367,uttar pradesh
6271,Uttar Pradesh,rae bareli,DINESH PRATAP SINGH,MALE,51,GENERAL,BJP,Lotus,365839,1901,367740,1702248,uttar pradesh
6272,Uttar Pradesh,rae bareli,SONIA GANDHI,FEMALE,72,GENERAL,INC,Hand,533687,1231,534918,1702248,uttar pradesh
6273,Uttar Pradesh,rae bareli,ASHOK PRATAP MAURYA,MALE,53,GENERAL,AABHAP,Balloon,9449,10,9459,1702248,uttar pradesh
6274,Uttar Pradesh,rae bareli,KIRAN CHAUDHARY,FEMALE,42,SC,BMUP,Cot,2629,22,2651,1702248,uttar pradesh
6275,Uttar Pradesh,rae bareli,RAM NARAYAN,MALE,56,GENERAL,VPI,Gas Cylinder,1726,2,1728,1702248,uttar pradesh
6276,Uttar Pradesh,rae bareli,RAM SINGH YADAV,MALE,46,GENERAL,PSPL,Key,2282,23,2305,1702248,uttar pradesh
6277,Uttar Pradesh,rae bareli,RAMESHVAR LODHI,MALE,40,GENERAL,SDU,Wall Hook,2117,2,2119,1702248,uttar pradesh
6278,Uttar Pradesh,rae bareli,SUNEEL KUMAR,MALE,33,GENERAL,PECP,Air Conditioner,1770,1,1771,1702248,uttar pradesh
6279,Uttar Pradesh,rae bareli,HORI LAL,MALE,61,SC,PGSP,Helmet,3295,1,3296,1702248,uttar pradesh
6280,Uttar Pradesh,rae bareli,NAIMISH PRATAP NARAYAN SINGH,MALE,41,GENERAL,IND,Almirah,1765,0,1765,1702248,uttar pradesh
6281,Uttar Pradesh,rae bareli,PRAMENDRA KUMAR,MALE,40,GENERAL,IND,Glass Tumbler,2887,1,2888,1702248,uttar pradesh
6282,Uttar Pradesh,rae bareli,PRAMOD KUREEL,MALE,52,GENERAL,IND,Kettle,3454,5,3459,1702248,uttar pradesh
6283,Uttar Pradesh,rae bareli,VIJAY BAHADUR SINGH,MALE,64,GENERAL,IND,Apple,2812,2,2814,1702248,uttar pradesh
6284,Uttar Pradesh,rae bareli,SARTAJ KHAN,MALE,46,GENERAL,IND,Baby Walker,3333,0,3333,1702248,uttar pradesh
6285,Uttar Pradesh,rae bareli,SURENDRA BAHADUR SINGH,MALE,69,GENERAL,IND,Auto- Rickshaw,8051,7,8058,1702248,uttar pradesh
6286,Uttar Pradesh,rae bareli,NOTA,unknown,46,unkown,NOTA,unkown,10225,27,10252,1702248,uttar pradesh
6287,Uttar Pradesh,amethi,Rahul Gandhi,MALE,48,GENERAL,INC,Hand,412867,527,413394,1743515,uttar pradesh
6288,Uttar Pradesh,amethi,Smriti Irani,FEMALE,43,GENERAL,BJP,Lotus,467598,916,468514,1743515,uttar pradesh
6289,Uttar Pradesh,amethi,Afajal Varis,MALE,46,GENERAL,BMUP,Cot,6177,6,6183,1743515,uttar pradesh
6290,Uttar Pradesh,amethi,Gopal Swaroop Gandhi,MALE,56,GENERAL,KMBS,Cup & Saucer,1574,0,1574,1743515,uttar pradesh
6291,Uttar Pradesh,amethi,Durgesh Singh,MALE,43,GENERAL,BHAPRAP,Ludo,956,2,958,1743515,uttar pradesh
6292,Uttar Pradesh,amethi,Nathu Ram,MALE,61,GENERAL,JPS,Saw,846,1,847,1743515,uttar pradesh
6293,Uttar Pradesh,amethi,Prem Shankar,MALE,34,GENERAL,MADP,Auto- Rickshaw,1728,1,1729,1743515,uttar pradesh
6294,Uttar Pradesh,amethi,Pankaj Ramkumar Sing,MALE,32,GENERAL,ARK,Brick,1057,0,1057,1743515,uttar pradesh
6295,Uttar Pradesh,amethi,Bas Deo Maurya,MALE,57,GENERAL,CPIM,Scissors,986,2,988,1743515,uttar pradesh
6296,Uttar Pradesh,amethi,Ram Milan,MALE,50,GENERAL,RsAD,Walking Stick,1144,0,1144,1743515,uttar pradesh
6297,Uttar Pradesh,amethi,Ram Sidh Yadav,MALE,61,GENERAL,MwSP,Tyres,3052,3,3055,1743515,uttar pradesh
6298,Uttar Pradesh,amethi,Shatrunjai Pratap Singh,MALE,46,GENERAL,LOGAP,Matchbox,1716,0,1716,1743515,uttar pradesh
6299,Uttar Pradesh,amethi,SHIV Nandan Singh,MALE,44,GENERAL,BSKRP,Helicopter,1947,1,1948,1743515,uttar pradesh
6300,Uttar Pradesh,amethi,Gopal Prasad,MALE,46,GENERAL,IND,Stool,3177,0,3177,1743515,uttar pradesh
6301,Uttar Pradesh,amethi,Dinesh Kumar,MALE,51,GENERAL,IND,Tractor Chalata Kisan,4301,0,4301,1743515,uttar pradesh
6302,Uttar Pradesh,amethi,Dhurv lal,MALE,60,GENERAL,IND,Football,7816,0,7816,1743515,uttar pradesh
6303,Uttar Pradesh,amethi,Bhagwandeen,MALE,57,SC,IND,Battery torch,3860,0,3860,1743515,uttar pradesh
6304,Uttar Pradesh,amethi,Ram Sajiwan,MALE,45,SC,IND,Glass Tumbler,5616,0,5616,1743515,uttar pradesh
6305,Uttar Pradesh,amethi,Lal Babu,MALE,41,GENERAL,IND,Cauliflower,2318,0,2318,1743515,uttar pradesh
6306,Uttar Pradesh,amethi,Vipin Yadav,MALE,30,GENERAL,IND,Bead Necklace,1039,0,1039,1743515,uttar pradesh
6307,Uttar Pradesh,amethi,Shiv Kumar,MALE,41,GENERAL,IND,Whistle,495,0,495,1743515,uttar pradesh
6308,Uttar Pradesh,amethi,Dr. U.P. Shivananda,MALE,68,GENERAL,IND,Key,546,1,547,1743515,uttar pradesh
6309,Uttar Pradesh,amethi,Saritha S. Nair,FEMALE,40,GENERAL,IND,Green Chilli,568,1,569,1743515,uttar pradesh
6310,Uttar Pradesh,amethi,Suresh Kumar Shukla,MALE,54,GENERAL,IND,Apple,779,0,779,1743515,uttar pradesh
6311,Uttar Pradesh,amethi,Mo. Hasan Lahari,MALE,38,GENERAL,IND,Shoe,1224,0,1224,1743515,uttar pradesh
6312,Uttar Pradesh,amethi,Harun Rasheed,MALE,45,GENERAL,IND,Pan,2083,2,2085,1743515,uttar pradesh
6313,Uttar Pradesh,amethi,Hemant Kumar,MALE,52,GENERAL,IND,Road Roller,1580,0,1580,1743515,uttar pradesh
6314,Uttar Pradesh,amethi,NOTA,unknown,46,unkown,NOTA,unkown,3931,9,3940,1743515,uttar pradesh
6315,Uttar Pradesh,sultanpur,"CHANDRA BHADRA SINGH ""SSONU""",MALE,43,GENERAL,BSP,Elephant,444422,248,444670,1775196,uttar pradesh
6316,Uttar Pradesh,sultanpur,MANEKA SANJAI GANDHI,FEMALE,62,GENERAL,BJP,Lotus,458281,915,459196,1775196,uttar pradesh
6317,Uttar Pradesh,sultanpur,Dr. SANJAY SINH,MALE,67,GENERAL,INC,Hand,41588,93,41681,1775196,uttar pradesh
6318,Uttar Pradesh,sultanpur,RISHABH SHRIVASTAVA,MALE,30,GENERAL,BHHF,HOCKEY & BALL,2424,3,2427,1775196,uttar pradesh
6319,Uttar Pradesh,sultanpur,KAMLA DEVI,FEMALE,42,GENERAL,PSPL,Key,11484,10,11494,1775196,uttar pradesh
6320,Uttar Pradesh,sultanpur,NASIR ALI,MALE,50,GENERAL,BHAPRAP,Ludo,1246,0,1246,1775196,uttar pradesh
6321,Uttar Pradesh,sultanpur,FIROJ AHAMAD,MALE,40,GENERAL,KBD,Plastering Trowel,1590,2,1592,1775196,uttar pradesh
6322,Uttar Pradesh,sultanpur,MANJU LATA PAL,FEMALE,29,GENERAL,AJPI,Helicopter,2148,0,2148,1775196,uttar pradesh
6323,Uttar Pradesh,sultanpur,SUNITA RAJBHAR,FEMALE,37,GENERAL,SBSP,Walking Stick,4270,1,4271,1775196,uttar pradesh
6324,Uttar Pradesh,sultanpur,HARI LAL,MALE,38,SC,RaIP,Auto- Rickshaw,3265,0,3265,1775196,uttar pradesh
6325,Uttar Pradesh,sultanpur,AKHILESH,MALE,55,GENERAL,IND,BUCKET,1826,2,1828,1775196,uttar pradesh
6326,Uttar Pradesh,sultanpur,ABU UMAIMA,MALE,32,GENERAL,IND,Bat,1577,0,1577,1775196,uttar pradesh
6327,Uttar Pradesh,sultanpur,MATHURA,MALE,45,SC,IND,Battery torch,2226,0,2226,1775196,uttar pradesh
6328,Uttar Pradesh,sultanpur,RAJ KUMAR,MALE,37,GENERAL,IND,Gas Stove,5756,0,5756,1775196,uttar pradesh
6329,Uttar Pradesh,sultanpur,VIRENDRA,MALE,40,GENERAL,IND,Tractor Chalata Kisan,7168,0,7168,1775196,uttar pradesh
6330,Uttar Pradesh,sultanpur,NOTA,unknown,46,unkown,NOTA,unkown,9770,1,9771,1775196,uttar pradesh
6331,Uttar Pradesh,pratapgarh,ASHOK TRIPATHI,MALE,45,GENERAL,BSP,Elephant,316633,1906,318539,1708759,uttar pradesh
6332,Uttar Pradesh,pratapgarh,RAJKUMARI RATNA SINGH,FEMALE,57,GENERAL,INC,Hand,76686,410,77096,1708759,uttar pradesh
6333,Uttar Pradesh,pratapgarh,SANGAM LAL GUPTA,MALE,48,GENERAL,BJP,Lotus,434222,2069,436291,1708759,uttar pradesh
6334,Uttar Pradesh,pratapgarh,AKSHAY PRATAP SINGH ALIAS GOPAL JI,MALE,51,GENERAL,JDL,Football Player,46766,197,46963,1708759,uttar pradesh
6335,Uttar Pradesh,pratapgarh,M. IRSHAD,MALE,70,GENERAL,SABHP,Camera,5558,1,5559,1708759,uttar pradesh
6336,Uttar Pradesh,pratapgarh,RAM BAHADUR SHARMA,MALE,69,GENERAL,MADP,Auto- Rickshaw,5576,2,5578,1708759,uttar pradesh
6337,Uttar Pradesh,pratapgarh,SHESHNATH TIWARI,MALE,65,GENERAL,SUCI(C),Battery Torch,4526,2,4528,1708759,uttar pradesh
6338,Uttar Pradesh,pratapgarh,DR. B. L. VERMA,MALE,56,GENERAL,IND,Scissors,7921,31,7952,1708759,uttar pradesh
6339,Uttar Pradesh,pratapgarh,NOTA,unknown,46,unkown,NOTA,unkown,12127,32,12159,1708759,uttar pradesh
6340,Uttar Pradesh,farrukhabad,Manoj Agarwal,MALE,54,GENERAL,BSP,Elephant,347714,464,348178,1708585,uttar pradesh
6341,Uttar Pradesh,farrukhabad,Mukesh Rajput,MALE,50,GENERAL,BJP,Lotus,567930,1950,569880,1708585,uttar pradesh
6342,Uttar Pradesh,farrukhabad,Salman Khurshid,MALE,66,GENERAL,INC,Hand,55143,115,55258,1708585,uttar pradesh
